X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-2.9381,35.2923,610,Melilla,Spain,2020/12/15 05:26:38+00,35.2923,-2.9381,4262,125,43,4094,,,"Melilla, Spain"
-1.1307,37.9922,611,Murcia,Spain,2020/12/15 05:26:38+00,37.9922,-1.1307,56592,2180,668,53744,,,"Murcia, Spain"
-1.6761,42.6954,612,Navarra,Spain,2020/12/15 05:26:38+00,42.6954,-1.6761,40864,3905,919,36040,,,"Navarra, Spain"
-2.6189,42.9896,613,Pais Vasco,Spain,2020/12/15 05:26:38+00,42.9896,-2.6189,104159,16160,2672,85327,,,"Pais Vasco, Spain"
,,614,Unknown,Spain,2020/12/15 05:26:38+00,,,0,0,0,0,,,"Unknown, Spain"
80.771797,7.873054,615,,Sri Lanka,2020/12/15 05:26:38+00,7.873054,80.771797,33478,24309,154,9015,,,Sri Lanka
30.2176,12.8628,616,,Sudan,2020/12/15 05:26:38+00,12.8628,30.2176,21591,12452,1355,7784,,,Sudan
-56.0278,3.9193,617,,Suriname,2020/12/15 05:26:38+00,3.9193,-56.0278,5359,5227,117,15,,,Suriname
15.018,56.2784,618,Blekinge,Sweden,2020/12/15 05:26:38+00,56.2784,15.018,2864,0,26,2838,,,"Blekinge, Sweden"
14.6664,61.0917,619,Dalarna,Sweden,2020/12/15 05:26:38+00,61.0917,14.6664,7656,0,201,7455,,,"Dalarna, Sweden"
16.1534,61.3012,620,Gavleborg,Sweden,2020/12/15 05:26:38+00,61.3012,16.1534,9926,0,230,9696,,,"Gavleborg, Sweden"
18.4867,57.4684,621,Gotland,Sweden,2020/12/15 05:26:38+00,57.4684,18.4867,1702,0,19,1683,,,"Gotland, Sweden"
12.8034,56.8967,622,Halland,Sweden,2020/12/15 05:26:38+00,56.8967,12.8034,8249,0,118,8131,,,"Halland, Sweden"
14.9592,63.1712,623,Jamtland Harjedalen,Sweden,2020/12/15 05:26:38+00,63.1712,14.9592,3380,0,69,3311,,,"Jamtland Harjedalen, Sweden"
14.3439,57.3708,624,Jonkoping,Sweden,2020/12/15 05:26:38+00,57.3708,14.3439,13583,0,260,13323,,,"Jonkoping, Sweden"
16.1849,57.235,625,Kalmar,Sweden,2020/12/15 05:26:38+00,57.235,16.1849,4168,0,93,4075,,,"Kalmar, Sweden"
14.4115,56.7183,626,Kronoberg,Sweden,2020/12/15 05:26:38+00,56.7183,14.4115,6213,0,159,6054,,,"Kronoberg, Sweden"
20.3992,66.8309,627,Norrbotten,Sweden,2020/12/15 05:26:38+00,66.8309,20.3992,6183,0,117,6066,,,"Norrbotten, Sweden"
15.0066,59.535,628,Orebro,Sweden,2020/12/15 05:26:38+00,59.535,15.0066,11032,0,201,10831,,,"Orebro, Sweden"
15.5198,58.3454,629,Ostergotland,Sweden,2020/12/15 05:26:38+00,58.3454,15.5198,10633,0,331,10302,,,"Ostergotland, Sweden"
13.5958,55.9903,630,Skane,Sweden,2020/12/15 05:26:38+00,55.9903,13.5958,40584,0,496,40088,,,"Skane, Sweden"
16.7519,59.0336,631,Sormland,Sweden,2020/12/15 05:26:38+00,59.0336,16.7519,7030,0,286,6744,,,"Sormland, Sweden"
18.1384,59.6025,632,Stockholm,Sweden,2020/12/15 05:26:38+00,59.6025,18.1384,93383,0,2936,90447,,,"Stockholm, Sweden"
17.2715,60.0092,633,Uppsala,Sweden,2020/12/15 05:26:38+00,60.0092,17.2715,13868,0,328,13540,,,"Uppsala, Sweden"
13.2354,59.7294,634,Varmland,Sweden,2020/12/15 05:26:38+00,59.7294,13.2354,4362,0,98,4264,,,"Varmland, Sweden"
16.5162,65.3337,635,Vasterbotten,Sweden,2020/12/15 05:26:38+00,65.3337,16.5162,5804,0,60,5744,,,"Vasterbotten, Sweden"
17.7292,63.4276,636,Vasternorrland,Sweden,2020/12/15 05:26:38+00,63.4276,17.7292,7021,0,174,6847,,,"Vasternorrland, Sweden"
16.2159,59.6714,637,Vastmanland,Sweden,2020/12/15 05:26:38+00,59.6714,16.2159,10823,0,230,10593,,,"Vastmanland, Sweden"
13.0596,58.2528,638,Vastra Gotaland,Sweden,2020/12/15 05:26:38+00,58.2528,13.0596,51634,0,1082,50552,,,"Vastra Gotaland, Sweden"
8.2275,46.8182,639,,Switzerland,2020/12/15 05:26:38+00,46.8182,8.2275,384557,308300,6154,70103,,,Switzerland
38.996815,34.802075,640,,Syria,2020/12/15 05:26:38+00,34.802075,38.996815,9302,4432,530,4340,,,Syria
121.0,23.7,641,,Taiwan*,2020/12/15 05:26:38+00,23.7,121,740,606,7,127,,,Taiwan*
71.2761,38.861,642,,Tajikistan,2020/12/15 05:26:38+00,38.861,71.2761,12741,12172,88,481,,,Tajikistan
34.888822,-6.369028,643,,Tanzania,2020/12/15 05:26:38+00,-6.369028,34.888822,509,183,21,305,,,Tanzania
100.992541,15.870032,644,,Thailand,2020/12/15 05:26:38+00,15.870032,100.992541,4246,3949,60,237,,,Thailand
125.727539,-8.874217,645,,Timor-Leste,2020/12/15 05:26:38+00,-8.874217,125.727539,31,30,0,1,,,Timor-Leste
0.8248,8.6195,646,,Togo,2020/12/15 05:26:38+00,8.6195,0.8248,3266,2789,66,411,,,Togo
-61.2225,10.6918,647,,Trinidad and Tobago,2020/12/15 05:26:38+00,10.6918,-61.2225,6885,6180,123,582,,,Trinidad and Tobago
9.537499,33.886917,648,,Tunisia,2020/12/15 05:26:38+00,33.886917,9.537499,111361,84741,3894,22726,,,Tunisia
35.2433,38.9637,649,,Turkey,2020/12/15 05:26:38+00,38.9637,35.2433,1866345,1631944,16646,217755,,,Turkey
32.290275,1.373333,650,,Uganda,2020/12/15 05:26:38+00,1.373333,32.290275,27766,9921,224,17621,,,Uganda
32.0598,49.4444,651,Cherkasy Oblast,Ukraine,2020/12/15 05:26:38+00,49.4444,32.0598,31607,13978,271,17358,,,"Cherkasy Oblast, Ukraine"
31.2893,51.4982,652,Chernihiv Oblast,Ukraine,2020/12/15 05:26:38+00,51.4982,31.2893,24411,8984,213,15214,,,"Chernihiv Oblast, Ukraine"
25.9352,48.2917,653,Chernivtsi Oblast,Ukraine,2020/12/15 05:26:38+00,48.2917,25.9352,36889,21631,710,14548,,,"Chernivtsi Oblast, Ukraine"
34.2008,45.2835,654,Crimea Republic*,Ukraine,2020/12/15 05:26:38+00,45.2835,34.2008,19289,14482,375,4432,,,"Crimea Republic*, Ukraine"
35.0462,48.4647,655,Dnipropetrovsk Oblast,Ukraine,2020/12/15 05:26:38+00,48.4647,35.0462,49535,34806,1153,13576,,,"Dnipropetrovsk Oblast, Ukraine"
37.8028,48.0159,656,Donetsk Oblast,Ukraine,2020/12/15 05:26:38+00,48.0159,37.8028,29660,19279,607,9774,,,"Donetsk Oblast, Ukraine"
24.7111,48.9226,657,Ivano-Frankivsk Oblast,Ukraine,2020/12/15 05:26:38+00,48.9226,24.7111,40768,16526,738,23504,,,"Ivano-Frankivsk Oblast, Ukraine"
36.2304,49.9935,658,Kharkiv Oblast,Ukraine,2020/12/15 05:26:38+00,49.9935,36.2304,62428,46791,896,14741,,,"Kharkiv Oblast, Ukraine"
32.6169,46.6354,659,Kherson Oblast,Ukraine,2020/12/15 05:26:38+00,46.6354,32.6169,14207,6115,308,7784,,,"Kherson Oblast, Ukraine"
26.9871,49.423,660,Khmelnytskyi Oblast,Ukraine,2020/12/15 05:26:38+00,49.423,26.9871,34840,25105,524,9211,,,"Khmelnytskyi Oblast, Ukraine"
30.5234,50.4501,661,Kiev,Ukraine,2020/12/15 05:26:38+00,50.4501,30.5234,91743,28904,1597,61242,,,"Kiev, Ukraine"
30.7667,50.053,662,Kiev Oblast,Ukraine,2020/12/15 05:26:38+00,50.053,30.7667,49044,20099,820,28125,,,"Kiev Oblast, Ukraine"
32.2623,48.5079,663,Kirovohrad Oblast,Ukraine,2020/12/15 05:26:38+00,48.5079,32.2623,7225,2900,203,4122,,,"Kirovohrad Oblast, Ukraine"
39.3078,48.574,664,Luhansk Oblast,Ukraine,2020/12/15 05:26:38+00,48.574,39.3078,7929,5673,210,2046,,,"Luhansk Oblast, Ukraine"
24.0297,49.8397,665,Lviv Oblast,Ukraine,2020/12/15 05:26:38+00,49.8397,24.0297,53844,38201,1512,14131,,,"Lviv Oblast, Ukraine"
31.9946,46.975,666,Mykolaiv Oblast,Ukraine,2020/12/15 05:26:38+00,46.975,31.9946,24099,10697,396,13006,,,"Mykolaiv Oblast, Ukraine"
30.7326,46.4846,667,Odessa Oblast,Ukraine,2020/12/15 05:26:38+00,46.4846,30.7326,58283,19956,794,37533,,,"Odessa Oblast, Ukraine"
34.5514,49.5883,668,Poltava Oblast,Ukraine,2020/12/15 05:26:38+00,49.5883,34.5514,29450,19034,606,9810,,,"Poltava Oblast, Ukraine"
26.2516,50.6199,669,Rivne Oblast,Ukraine,2020/12/15 05:26:38+00,50.6199,26.2516,36262,29984,448,5830,,,"Rivne Oblast, Ukraine"
33.522,44.6054,670,Sevastopol*,Ukraine,2020/12/15 05:26:38+00,44.6054,33.522,5366,4901,170,295,,,"Sevastopol*, Ukraine"
34.7981,50.9077,671,Sumy Oblast,Ukraine,2020/12/15 05:26:38+00,50.9077,34.7981,35968,23985,458,11525,,,"Sumy Oblast, Ukraine"
25.5948,49.5535,672,Ternopil Oblast,Ukraine,2020/12/15 05:26:38+00,49.5535,25.5948,31283,25821,426,5036,,,"Ternopil Oblast, Ukraine"
28.4682,49.2331,673,Vinnytsia Oblast,Ukraine,2020/12/15 05:26:38+00,49.2331,28.4682,19866,11846,336,7684,,,"Vinnytsia Oblast, Ukraine"
25.3254,50.7472,674,Volyn Oblast,Ukraine,2020/12/15 05:26:38+00,50.7472,25.3254,28246,21132,469,6645,,,"Volyn Oblast, Ukraine"
22.2879,48.6208,675,Zakarpattia Oblast,Ukraine,2020/12/15 05:26:38+00,48.6208,22.2879,26153,18957,582,6614,,,"Zakarpattia Oblast, Ukraine"
35.1396,47.8388,676,Zaporizhia Oblast,Ukraine,2020/12/15 05:26:38+00,47.8388,35.1396,42435,11357,396,30682,,,"Zaporizhia Oblast, Ukraine"
28.6587,50.2547,677,Zhytomyr Oblast,Ukraine,2020/12/15 05:26:38+00,50.2547,28.6587,34491,24957,574,8960,,,"Zhytomyr Oblast, Ukraine"
53.847818,23.424076,678,,United Arab Emirates,2020/12/15 05:26:38+00,23.424076,53.847818,186041,164349,618,21074,,,United Arab Emirates
-63.0686,18.2206,679,Anguilla,United Kingdom,2020/12/15 05:26:38+00,18.2206,-63.0686,10,4,0,6,,,"Anguilla, United Kingdom"
-64.7505,32.3078,680,Bermuda,United Kingdom,2020/12/15 05:26:38+00,32.3078,-64.7505,431,238,9,184,,,"Bermuda, United Kingdom"
-64.64,18.4207,681,British Virgin Islands,United Kingdom,2020/12/15 05:26:38+00,18.4207,-64.64,76,72,1,3,,,"British Virgin Islands, United Kingdom"
-81.2546,19.3133,682,Cayman Islands,United Kingdom,2020/12/15 05:26:38+00,19.3133,-81.2546,298,267,2,29,,,"Cayman Islands, United Kingdom"
-2.3644,49.3723,683,Channel Islands,United Kingdom,2020/12/15 05:26:38+00,49.3723,-2.3644,2132,1317,48,767,,,"Channel Islands, United Kingdom"
-1.1743,52.3555,684,England,United Kingdom,2020/12/15 05:26:38+00,52.3555,-1.1743,1602174,0,56280,1545894,,,"England, United Kingdom"
-59.5236,-51.7963,685,Falkland Islands (Malvinas),United Kingdom,2020/12/15 05:26:38+00,-51.7963,-59.5236,17,17,0,0,,,"Falkland Islands (Malvinas), United Kingdom"
-5.3536,36.1408,686,Gibraltar,United Kingdom,2020/12/15 05:26:38+00,36.1408,-5.3536,1082,1036,6,40,,,"Gibraltar, United Kingdom"
-4.5481,54.2361,687,Isle of Man,United Kingdom,2020/12/15 05:26:38+00,54.2361,-4.5481,373,344,25,4,,,"Isle of Man, United Kingdom"
-62.187366,16.742498,688,Montserrat,United Kingdom,2020/12/15 05:26:38+00,16.742498,-62.187366,13,12,1,0,,,"Montserrat, United Kingdom"
-6.4923,54.7877,689,Northern Ireland,United Kingdom,2020/12/15 05:26:38+00,54.7877,-6.4923,58635,0,1129,57506,,,"Northern Ireland, United Kingdom"
-4.2026,56.4907,690,Scotland,United Kingdom,2020/12/15 05:26:38+00,56.4907,-4.2026,106904,0,4111,102793,,,"Scotland, United Kingdom"
-71.7979,21.694,691,Turks and Caicos Islands,United Kingdom,2020/12/15 05:26:38+00,21.694,-71.7979,769,741,6,22,,,"Turks and Caicos Islands, United Kingdom"
,,692,Unknown,United Kingdom,2020/12/15 05:26:38+00,,,0,0,0,0,,,"Unknown, United Kingdom"
-3.7837,52.1307,693,Wales,United Kingdom,2020/12/15 05:26:38+00,52.1307,-3.7837,101953,0,2882,99071,,,"Wales, United Kingdom"
-55.7658,-32.5228,694,,Uruguay,2020/12/15 05:26:38+00,-32.5228,-55.7658,10029,6593,95,3341,,,Uruguay
64.585262,41.377491,695,,Uzbekistan,2020/12/15 05:26:38+00,41.377491,64.585262,75094,72368,612,2114,,,Uzbekistan
166.9592,-15.3767,696,,Vanuatu,2020/12/15 05:26:38+00,-15.3767,166.9592,1,1,0,0,,,Vanuatu
-66.5897,6.4238,697,,Venezuela,2020/12/15 05:26:38+00,6.4238,-66.5897,108125,103037,960,4128,,,Venezuela
108.277199,14.058324,698,,Vietnam,2020/12/15 05:26:38+00,14.058324,108.277199,1402,1246,35,121,,,Vietnam
35.2332,31.9522,699,,West Bank and Gaza,2020/12/15 05:26:38+00,31.9522,35.2332,111102,87057,1000,23045,,,West Bank and Gaza
48.516388,15.552727,700,,Yemen,2020/12/15 05:26:38+00,15.552727,48.516388,2084,1384,606,94,,,Yemen
27.849332,-13.133897,701,,Zambia,2020/12/15 05:26:38+00,-13.133897,27.849332,18322,17409,367,546,,,Zambia
29.154857,-19.015438,702,,Zimbabwe,2020/12/15 05:26:38+00,-19.015438,29.154857,11358,9554,309,1495,,,Zimbabwe
-89.678696,32.741646,703,Mississippi,US,2020/12/15 05:26:38+00,32.741646,-89.678696,181095,0,4204,176891,,28,"Mississippi, US"
-122.665479,37.64894,704,Grand Princess,US,2020/08/04 02:27:56+00,37.64894,-122.665479,103,0,3,100,,,"Grand Princess, US"
-96.928917,35.565342,705,Oklahoma,US,2020/12/15 05:26:38+00,35.565342,-96.928917,239767,0,2072,237695,,40,"Oklahoma, US"
-75.507141,39.318523,706,Delaware,US,2020/12/15 05:26:38+00,39.318523,-75.507141,46457,0,816,45641,,10,"Delaware, US"
-93.900192,45.694454,707,Minnesota,US,2020/12/15 05:26:38+00,45.694454,-93.900192,381841,0,4521,377320,,27,"Minnesota, US"
-88.986137,40.349457,708,Illinois,US,2020/12/15 05:26:38+00,40.349457,-88.986137,856118,0,15454,840664,,17,"Illinois, US"
-92.373123,34.969704,709,Arkansas,US,2020/12/15 05:26:38+00,34.969704,-92.373123,187057,0,2990,184067,,05,"Arkansas, US"
-106.248482,34.840515,710,New Mexico,US,2020/12/15 05:26:38+00,34.840515,-106.248482,121299,0,1978,119321,,35,"New Mexico, US"
-86.258278,39.849426,711,Indiana,US,2020/12/15 05:26:38+00,39.849426,-86.258278,430401,0,6840,423561,,18,"Indiana, US"
-91.867805,31.169546,712,Louisiana,US,2020/12/15 05:26:38+00,31.169546,-91.867805,269643,0,6845,262798,,22,"Louisiana, US"
-97.563461,31.054487,713,Texas,US,2020/12/15 05:26:38+00,31.054487,-97.563461,1492917,0,24440,1468391,,48,"Texas, US"
-89.616508,44.268543,714,Wisconsin,US,2020/12/15 05:26:38+00,44.268543,-89.616508,471285,0,4352,466933,,55,"Wisconsin, US"
-96.726486,38.5266,715,Kansas,US,2020/12/15 05:26:38+00,38.5266,-96.726486,193010,0,2109,190901,,20,"Kansas, US"
0.0,0.0,716,Recovered,US,2020/12/15 05:26:38+00,0,0,0,6399531,0,0,,,"Recovered, US"
-170.132,-14.271,717,American Samoa,US,1970/01/01 00:00:00+00,-14.271,-170.132,0,0,0,0,,,"American Samoa, US"
-72.755371,41.597782,718,Connecticut,US,2020/12/15 05:26:38+00,41.597782,-72.755371,153992,0,5444,148548,,09,"Connecticut, US"
-64.8963,18.3358,719,Virgin Islands,US,2020/12/15 05:26:38+00,18.3358,-64.8963,1807,0,23,1784,,,"Virgin Islands, US"
-119.681564,36.116203,720,California,US,2020/12/15 05:26:38+00,36.116203,-119.681564,1611493,0,21144,1590349,,06,"California, US"
-66.5901,18.2208,721,Puerto Rico,US,2020/12/15 05:26:38+00,18.2208,-66.5901,62985,0,1282,61703,,72,"Puerto Rico, US"
-83.643074,33.040619,722,Georgia,US,2020/12/15 05:26:38+00,33.040619,-83.643074,546558,0,10104,536454,,13,"Georgia, US"
-99.784012,47.528912,723,North Dakota,US,2020/12/15 05:26:38+00,47.528912,-99.784012,88067,0,1157,86910,,38,"North Dakota, US"
-77.209755,40.590752,724,Pennsylvania,US,2020/12/15 05:26:38+00,40.590752,-77.209755,505174,0,12552,492622,,42,"Pennsylvania, US"
-80.954453,38.491226,725,West Virginia,US,2020/12/15 05:26:38+00,38.491226,-80.954453,64394,0,978,63416,,54,"West Virginia, US"
-152.404419,61.370716,726,Alaska,US,2020/12/15 05:26:38+00,61.370716,-152.404419,41573,0,176,41397,,02,"Alaska, US"
-86.692345,35.747845,727,Tennessee,US,2020/12/15 05:26:38+00,35.747845,-86.692345,464624,0,5541,459083,,47,"Tennessee, US"
-64.933,18.35,728,United States Virgin Islands,US,1970/01/01 00:00:00+00,18.35,-64.933,0,0,0,0,,,"United States Virgin Islands, US"
-92.288368,38.456085,729,Missouri,US,2020/12/15 05:26:38+00,38.456085,-92.288368,356107,0,4613,351494,,29,"Missouri, US"
-99.438828,44.299782,730,South Dakota,US,2020/12/15 05:26:38+00,44.299782,-99.438828,91354,0,1259,90095,,46,"South Dakota, US"
-105.311104,39.059811,731,Colorado,US,2020/12/15 05:26:38+00,39.059811,-105.311104,291104,0,3969,287135,,08,"Colorado, US"
-74.521011,40.298904,732,New Jersey,US,2020/12/15 05:26:38+00,40.298904,-74.521011,405448,0,17775,387673,,34,"New Jersey, US"
144.7937,13.4443,733,Guam,US,2020/12/15 05:26:38+00,13.4443,144.7937,7137,0,119,7018,,,"Guam, US"
-121.490494,47.400902,734,Washington,US,2020/12/15 05:26:38+00,47.400902,-121.490494,203797,0,2918,200879,,53,"Washington, US"
-74.948051,42.165726,735,New York,US,2020/12/15 05:26:38+00,42.165726,-74.948051,784204,0,35427,748777,,36,"New York, US"
-117.055374,38.313515,736,Nevada,US,2020/12/15 05:26:38+00,38.313515,-117.055374,189413,0,2548,186865,,32,"Nevada, US"
145.6739,15.0979,737,Northern Mariana Islands,US,2020/12/15 05:26:38+00,15.0979,145.6739,113,0,2,111,,,"Northern Mariana Islands, US"
139.638,35.4437,738,Diamond Princess,US,2020/08/04 02:27:56+00,35.4437,139.638,49,0,0,49,,,"Diamond Princess, US"
-76.802101,39.063946,739,Maryland,US,2020/12/15 05:26:38+00,39.063946,-76.802101,236961,0,5142,231819,,24,"Maryland, US"
-114.478828,44.240459,740,Idaho,US,2020/12/15 05:26:38+00,44.240459,-114.478828,122217,0,1194,121023,,16,"Idaho, US"
-107.30249,42.755966,741,Wyoming,US,2020/12/15 05:26:38+00,42.755966,-107.30249,39775,0,321,39454,,56,"Wyoming, US"
-111.431221,33.729759,742,Arizona,US,2020/12/15 05:26:38+00,33.729759,-111.431221,420248,0,7358,412890,,04,"Arizona, US"
-93.210526,42.011539,743,Iowa,US,2020/12/15 05:26:38+00,42.011539,-93.210526,257311,0,3269,254042,,19,"Iowa, US"
-84.536095,43.326618,744,Michigan,US,2020/12/15 05:26:38+00,43.326618,-84.536095,472780,0,11289,461491,,26,"Michigan, US"
-111.862434,40.150032,745,Utah,US,2020/12/15 05:26:38+00,40.150032,-111.862434,235872,0,1062,234810,,49,"Utah, US"
-78.169968,37.769337,746,Virginia,US,2020/12/15 05:26:38+00,37.769337,-78.169968,285149,0,4414,280735,,51,"Virginia, US"
-122.070938,44.572021,747,Oregon,US,2020/12/15 05:26:38+00,44.572021,-122.070938,95010,0,1161,93849,,41,"Oregon, US"
-110.454353,46.921925,748,Montana,US,2020/12/15 05:26:38+00,46.921925,-110.454353,73303,0,818,72485,,30,"Montana, US"
-71.563896,43.452492,749,New Hampshire,US,2020/12/15 05:26:38+00,43.452492,-71.563896,31875,0,604,31271,,33,"New Hampshire, US"
-71.530106,42.230171,750,Massachusetts,US,2020/12/15 05:26:38+00,42.230171,-71.530106,294231,0,11388,282843,,25,"Massachusetts, US"
-80.945007,33.856892,751,South Carolina,US,2020/12/15 05:26:38+00,33.856892,-80.945007,254776,0,4751,250025,,45,"South Carolina, US"
-72.710686,44.045876,752,Vermont,US,2020/12/15 05:26:38+00,44.045876,-72.710686,5857,0,96,5761,,50,"Vermont, US"
-81.686783,27.766279,753,Florida,US,2020/12/15 05:26:38+00,27.766279,-81.686783,1134383,0,20003,1114380,,12,"Florida, US"
-157.498337,21.094318,754,Hawaii,US,2020/12/15 05:26:38+00,21.094318,-157.498337,19775,0,274,19501,,15,"Hawaii, US"
-84.670067,37.66814,755,Kentucky,US,2020/12/15 05:26:38+00,37.66814,-84.670067,224889,0,2224,222665,,21,"Kentucky, US"
-71.51178,41.680893,756,Rhode Island,US,2020/12/15 05:26:38+00,41.680893,-71.51178,74071,0,1555,72516,,44,"Rhode Island, US"
-98.268082,41.12537,757,Nebraska,US,2020/12/15 05:26:38+00,41.12537,-98.268082,149344,0,1418,147926,,31,"Nebraska, US"
-82.764915,40.388783,758,Ohio,US,2020/12/15 05:26:38+00,40.388783,-82.764915,570602,0,7551,563051,,39,"Ohio, US"
-86.9023,32.3182,759,Alabama,US,2020/12/15 05:26:38+00,32.3182,-86.9023,297895,0,4102,293793,,01,"Alabama, US"
-79.806419,35.630066,760,North Carolina,US,2020/12/15 05:26:38+00,35.630066,-79.806419,441365,0,5855,435510,,37,"North Carolina, US"
-77.026817,38.897438,761,District of Columbia,US,2020/12/15 05:26:38+00,38.897438,-77.026817,25038,0,716,24322,,11,"District of Columbia, US"
-69.381927,44.693947,762,Maine,US,2020/12/15 05:26:38+00,44.693947,-69.381927,16349,0,259,16090,,23,"Maine, US"
